"","open","high","low","close"
"2004-08-09",1388.08,1397.59,1382.94,1395.85
"2004-08-16",1366.52,1369.87,1350.84,1354.51
"2004-08-23",1339.93,1339.94,1322.98,1325.41
"2004-08-30",1318.32,1322.23,1310.02,1319.41
"2004-09-06",1326.46,1326.87,1315.96,1321.47
"2004-09-13",1285.32,1285.32,1259.43,1260.32
"2004-09-20",1423.97,1463.79,1422.9,1463.22
"2004-09-27",1452.51,1466.4,1419.31,1427.4
"2004-09-30",1418.11,1420.05,1390.68,1396.7
"2004-10-11",1424.23,1437.57,1409.22,1413.15
"2004-10-18",1332.52,1341.78,1316.32,1335.39
"2004-10-25",1337.25,1346.88,1308.89,1311.15
"2004-11-01",1317.66,1323.1,1304.29,1305.29
"2004-11-08",1303.52,1307.62,1292.91,1304.23
"2004-11-15",1354.48,1370.62,1354.48,1370.05
"2004-11-22",1381.58,1387.34,1374.41,1383.02
"2004-11-29",1354.58,1354.58,1335.61,1337.43
"2004-12-06",1337.81,1342.83,1327.38,1339.64
"2004-12-13",1312.61,1314.4,1299.8,1309.69
"2004-12-20",1286.07,1286.07,1272.15,1275.46
"2004-12-27",1285.41,1292.31,1276.73,1280.27
"2004-12-31",1275.39,1280.83,1264.49,1266.5
"2005-01-10",1243.58,1252.72,1236.09,1252.4
"2005-01-17",1235.57,1236.4,1214.06,1216.65
"2005-01-24",1258.02,1265.95,1239.8,1255.78
"2005-01-31",1210.76,1210.76,1190.17,1191.82
"2005-02-04",1238.61,1274.12,1235.64,1269
"2005-02-21",1259.53,1284.94,1259.51,1284.48
"2005-02-28",1311.44,1315.14,1298.93,1306
"2005-03-07",1288.41,1296.88,1287.74,1293.74
"2005-03-14",1288.99,1304.11,1271.51,1293.5
"2005-03-21",1226.14,1232.82,1220.82,1231.05
"2005-03-28",1204.85,1204.85,1185.46,1200.11
"2005-04-04",1212.12,1218.28,1196.94,1202.97
"2005-04-11",1248.15,1252.81,1235.36,1240.97
"2005-04-18",1212.39,1212.39,1190.98,1197.74
